id,part_number,product_id,category,family,model_name,color_id,color_th,color_en,color_hex,storage,screen_size,connectivity,price_thb,formatted_price,specs_chip,image_url,product_url
MH9H4TH/A,MH9H4TH/A,ipad-air-m2,ipad,iPad Air (M2),13-inch iPad Air Wi‑Fi + Cellular 256GB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,256GB,"13""",Wi-Fi + Cellular,44900,"฿44,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-space-gray-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MD4A4TH/A,MD4A4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi-Fi 128GB - Blue,blue,ฟ้า,Blue,#3E536B,128GB,"10.9""",Wi-Fi,16900,"฿16,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-blue?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD4H4TH/A,MD4H4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi-Fi 256GB - Blue,blue,ฟ้า,Blue,#3E536B,256GB,"10.9""",Wi-Fi,20900,"฿20,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-blue?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD4Y4TH/A,MD4Y4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi-Fi 512GB - Blue,blue,ฟ้า,Blue,#3E536B,512GB,"10.9""",Wi-Fi,27900,"฿27,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-blue?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD3Y4TH/A,MD3Y4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi-Fi 128GB - Silver,silver,เงิน,Silver,#E3E4E5,128GB,"10.9""",Wi-Fi,16900,"฿16,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD4G4TH/A,MD4G4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi-Fi 256GB - Silver,silver,เงิน,Silver,#E3E4E5,256GB,"10.9""",Wi-Fi,20900,"฿20,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD4Q4TH/A,MD4Q4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi-Fi 512GB - Silver,silver,เงิน,Silver,#E3E4E5,512GB,"10.9""",Wi-Fi,27900,"฿27,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD4E4TH/A,MD4E4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi-Fi 128GB - Pink,pink,ชมพู,Pink,#E3A3B1,128GB,"10.9""",Wi-Fi,16900,"฿16,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-pink?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD4P4TH/A,MD4P4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi-Fi 256GB - Pink,pink,ชมพู,Pink,#E3A3B1,256GB,"10.9""",Wi-Fi,20900,"฿20,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-pink?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD5C4TH/A,MD5C4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi-Fi 512GB - Pink,pink,ชมพู,Pink,#E3A3B1,512GB,"10.9""",Wi-Fi,27900,"฿27,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-pink?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD4D4TH/A,MD4D4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi-Fi 128GB - Yellow,yellow,เหลือง,Yellow,#FBE27D,128GB,"10.9""",Wi-Fi,16900,"฿16,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-yellow?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD4J4TH/A,MD4J4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi-Fi 256GB - Yellow,yellow,เหลือง,Yellow,#FBE27D,256GB,"10.9""",Wi-Fi,20900,"฿20,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-yellow?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD5A4TH/A,MD5A4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi-Fi 512GB - Yellow,yellow,เหลือง,Yellow,#FBE27D,512GB,"10.9""",Wi-Fi,27900,"฿27,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-yellow?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD7H4TH/A,MD7H4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi‑Fi + Cellular 128GB - Yellow,yellow,เหลือง,Yellow,#FBE27D,128GB,"10.9""",Wi-Fi + Cellular,22900,"฿22,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-yellow?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD7M4TH/A,MD7M4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi‑Fi + Cellular 256GB - Yellow,yellow,เหลือง,Yellow,#FBE27D,256GB,"10.9""",Wi-Fi + Cellular,26900,"฿26,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-yellow?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD7R4TH/A,MD7R4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi‑Fi + Cellular 512GB - Yellow,yellow,เหลือง,Yellow,#FBE27D,512GB,"10.9""",Wi-Fi + Cellular,33900,"฿33,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-yellow?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD7G4TH/A,MD7G4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi‑Fi + Cellular 128GB - Blue,blue,ฟ้า,Blue,#3E536B,128GB,"10.9""",Wi-Fi + Cellular,22900,"฿22,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-blue?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD7L4TH/A,MD7L4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi‑Fi + Cellular 256GB - Blue,blue,ฟ้า,Blue,#3E536B,256GB,"10.9""",Wi-Fi + Cellular,26900,"฿26,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-blue?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD7Q4TH/A,MD7Q4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi‑Fi + Cellular 512GB - Blue,blue,ฟ้า,Blue,#3E536B,512GB,"10.9""",Wi-Fi + Cellular,33900,"฿33,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-blue?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD7J4TH/A,MD7J4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi‑Fi + Cellular 128GB - Pink,pink,ชมพู,Pink,#E3A3B1,128GB,"10.9""",Wi-Fi + Cellular,22900,"฿22,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-pink?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD7N4TH/A,MD7N4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi‑Fi + Cellular 256GB - Pink,pink,ชมพู,Pink,#E3A3B1,256GB,"10.9""",Wi-Fi + Cellular,26900,"฿26,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-pink?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD7T4TH/A,MD7T4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi‑Fi + Cellular 512GB - Pink,pink,ชมพู,Pink,#E3A3B1,512GB,"10.9""",Wi-Fi + Cellular,33900,"฿33,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-pink?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD7F4TH/A,MD7F4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi‑Fi + Cellular 128GB - Silver,silver,เงิน,Silver,#E3E4E5,128GB,"10.9""",Wi-Fi + Cellular,22900,"฿22,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD7K4TH/A,MD7K4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi‑Fi + Cellular 256GB - Silver,silver,เงิน,Silver,#E3E4E5,256GB,"10.9""",Wi-Fi + Cellular,26900,"฿26,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MD7P4TH/A,MD7P4TH/A,ipad-10th-gen,ipad,iPad (10th Gen),iPad Wi‑Fi + Cellular 512GB - Silver,silver,เงิน,Silver,#E3E4E5,512GB,"10.9""",Wi-Fi + Cellular,33900,"฿33,900",ชิป A14 Bionic,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-10th-gen-finish-select-202212-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad
MXN93TH/A,MXN93TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi 128GB - Purple,purple,ม่วง,Purple,#D1CDDA,128GB,"8.3""",Wi-Fi,21900,"฿21,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-purple-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MXNE3TH/A,MXNE3TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi 256GB - Purple,purple,ม่วง,Purple,#D1CDDA,256GB,"8.3""",Wi-Fi,25900,"฿25,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-purple-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MYH33TH/A,MYH33TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi 512GB - Purple,purple,ม่วง,Purple,#D1CDDA,512GB,"8.3""",Wi-Fi,32900,"฿32,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-purple-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MXN83TH/A,MXN83TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi 128GB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,128GB,"8.3""",Wi-Fi,21900,"฿21,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-starlight-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MXND3TH/A,MXND3TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi 256GB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,256GB,"8.3""",Wi-Fi,25900,"฿25,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-starlight-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MYH23TH/A,MYH23TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi 512GB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,512GB,"8.3""",Wi-Fi,32900,"฿32,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-starlight-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MYGY3TH/A,MYGY3TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi 512GB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,512GB,"8.3""",Wi-Fi,32900,"฿32,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-spacegray-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MXN63TH/A,MXN63TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi 128GB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,128GB,"8.3""",Wi-Fi,21900,"฿21,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-spacegray-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MXNA3TH/A,MXNA3TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi 256GB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,256GB,"8.3""",Wi-Fi,25900,"฿25,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-spacegray-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MXN73TH/A,MXN73TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi 128GB - Blue,blue,ฟ้า,Blue,#3E536B,128GB,"8.3""",Wi-Fi,21900,"฿21,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-blue-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MXNC3TH/A,MXNC3TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi 256GB - Blue,blue,ฟ้า,Blue,#3E536B,256GB,"8.3""",Wi-Fi,25900,"฿25,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-blue-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MYH13TH/A,MYH13TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi 512GB - Blue,blue,ฟ้า,Blue,#3E536B,512GB,"8.3""",Wi-Fi,32900,"฿32,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-blue-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MYHF3TH/A,MYHF3TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi + Cellular 512GB - Purple,purple,ม่วง,Purple,#D1CDDA,512GB,"8.3""",Wi-Fi + Cellular,38900,"฿38,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-purple-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MXPR3TH/A,MXPR3TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi + Cellular 128GB - Purple,purple,ม่วง,Purple,#D1CDDA,128GB,"8.3""",Wi-Fi + Cellular,27900,"฿27,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-purple-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MXPY3TH/A,MXPY3TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi + Cellular 256GB - Purple,purple,ม่วง,Purple,#D1CDDA,256GB,"8.3""",Wi-Fi + Cellular,31900,"฿31,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-purple-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MYHC3TH/A,MYHC3TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi + Cellular 512GB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,512GB,"8.3""",Wi-Fi + Cellular,38900,"฿38,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-spacegray-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MXPN3TH/A,MXPN3TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi + Cellular 128GB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,128GB,"8.3""",Wi-Fi + Cellular,27900,"฿27,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-spacegray-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MXPT3TH/A,MXPT3TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi + Cellular 256GB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,256GB,"8.3""",Wi-Fi + Cellular,31900,"฿31,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-spacegray-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MYHE3TH/A,MYHE3TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi + Cellular 512GB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,512GB,"8.3""",Wi-Fi + Cellular,38900,"฿38,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-starlight-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MXPQ3TH/A,MXPQ3TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi + Cellular 128GB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,128GB,"8.3""",Wi-Fi + Cellular,27900,"฿27,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-starlight-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MXPX3TH/A,MXPX3TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi + Cellular 256GB - Starlight,starlight,สตาร์ไลท์,Starlight,#F0ECE1,256GB,"8.3""",Wi-Fi + Cellular,31900,"฿31,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-starlight-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MYHD3TH/A,MYHD3TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi + Cellular 512GB - Blue,blue,ฟ้า,Blue,#3E536B,512GB,"8.3""",Wi-Fi + Cellular,38900,"฿38,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-blue-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MXPP3TH/A,MXPP3TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi + Cellular 128GB - Blue,blue,ฟ้า,Blue,#3E536B,128GB,"8.3""",Wi-Fi + Cellular,27900,"฿27,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-blue-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MXPW3TH/A,MXPW3TH/A,ipad-mini,ipad,iPad mini,iPad mini Wi‑Fi + Cellular 256GB - Blue,blue,ฟ้า,Blue,#3E536B,256GB,"8.3""",Wi-Fi + Cellular,31900,"฿31,900",ชิป A17 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-mini-finish-blue-202410?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-mini
MAC-13INCH-STARLIGHT-10-8,MAC-13INCH-STARLIGHT-10-8,macbook-air,mac,MacBook Air,"MacBook Air 13.6"" สีสตาร์ไลท์ (Starlight) 256GB SSD",starlight,สตาร์ไลท์,Starlight,#F0ECE1,256GB SSD,"13.6""",Wi-Fi 6E,44900,"฿44,900",ชิป M3,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-starlight-select-202402?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-air
MAC-15INCH-SKYBLUE-10-10,MAC-15INCH-SKYBLUE-10-10,macbook-air,mac,MacBook Air,"MacBook Air 15.3"" สีฟ้า (Blue) 512GB SSD",blue,ฟ้า,Blue,#3E536B,512GB SSD,"15.3""",Wi-Fi 6E,54900,"฿54,900",ชิป M3,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-midnight-select-202402?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-air
MAC-15INCH-MIDNIGHT-10-10,MAC-15INCH-MIDNIGHT-10-10,macbook-air,mac,MacBook Air,"MacBook Air 15.3"" สีมิดไนท์ (Midnight) 512GB SSD",midnight,มิดไนท์,Midnight,#1E222A,512GB SSD,"15.3""",Wi-Fi 6E,54900,"฿54,900",ชิป M3,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-midnight-select-202402?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-air
MAC-13INCH-SKYBLUE-10-10,MAC-13INCH-SKYBLUE-10-10,macbook-air,mac,MacBook Air,"MacBook Air 13.6"" สีฟ้า (Blue) 512GB SSD",blue,ฟ้า,Blue,#3E536B,512GB SSD,"13.6""",Wi-Fi 6E,48400,"฿48,400",ชิป M3,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-midnight-select-202402?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-air
MAC-13INCH-SILVER-10-8,MAC-13INCH-SILVER-10-8,macbook-air,mac,MacBook Air,"MacBook Air 13.6"" สีเงิน (Silver) 256GB SSD",silver,เงิน,Silver,#E3E4E5,256GB SSD,"13.6""",Wi-Fi 6E,44900,"฿44,900",ชิป M3,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-silver-select-202402?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-air
MAC-13INCH-MIDNIGHT-10-10,MAC-13INCH-MIDNIGHT-10-10,macbook-air,mac,MacBook Air,"MacBook Air 13.6"" สีมิดไนท์ (Midnight) 512GB SSD",midnight,มิดไนท์,Midnight,#1E222A,512GB SSD,"13.6""",Wi-Fi 6E,48400,"฿48,400",ชิป M3,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-midnight-select-202402?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-air
MAC-15INCH-STARLIGHT-10-10,MAC-15INCH-STARLIGHT-10-10,macbook-air,mac,MacBook Air,"MacBook Air 15.3"" สีสตาร์ไลท์ (Starlight) 512GB SSD",starlight,สตาร์ไลท์,Starlight,#F0ECE1,512GB SSD,"15.3""",Wi-Fi 6E,54900,"฿54,900",ชิป M3,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-starlight-select-202402?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-air
MAC-15INCH-SILVER-10-10,MAC-15INCH-SILVER-10-10,macbook-air,mac,MacBook Air,"MacBook Air 15.3"" สีเงิน (Silver) 512GB SSD",silver,เงิน,Silver,#E3E4E5,512GB SSD,"15.3""",Wi-Fi 6E,54900,"฿54,900",ชิป M3,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-silver-select-202402?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-air
MAC-13INCH-SKYBLUE-10-8,MAC-13INCH-SKYBLUE-10-8,macbook-air,mac,MacBook Air,"MacBook Air 13.6"" สีฟ้า (Blue) 256GB SSD",blue,ฟ้า,Blue,#3E536B,256GB SSD,"13.6""",Wi-Fi 6E,44900,"฿44,900",ชิป M3,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-midnight-select-202402?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-air
MAC-13INCH-STARLIGHT-10-10,MAC-13INCH-STARLIGHT-10-10,macbook-air,mac,MacBook Air,"MacBook Air 13.6"" สีสตาร์ไลท์ (Starlight) 512GB SSD",starlight,สตาร์ไลท์,Starlight,#F0ECE1,512GB SSD,"13.6""",Wi-Fi 6E,48400,"฿48,400",ชิป M3,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/mba13-starlight-select-202402?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-mac/macbook-air
