id,part_number,product_id,category,family,model_name,color_id,color_th,color_en,color_hex,storage,screen_size,connectivity,price_thb,formatted_price,specs_chip,image_url,product_url
MK2D4ZP/A,MK2D4ZP/A,iphone-duo,iphone,iPhone Duo,iPhone Duo 256GB Star White,white,ขาว,White,#F9F6EF,256GB,"6.7"" Dual",5G,79900,"฿79,900",ชิป A20 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-duo-finish-select-star-white-202609_AV2?wid=1448&hei=1080&fmt=jpeg&qlt=90&.v=L2FnUkNTRm43ZDRCREFsdzlaeThka1hsOUZkQmZFRkQ2eEh0dEM0bVFwWDQyMkp3ajFERU1EdEpnTkVrNzFmMHFJdkJPZTFIVklMRHF5Qjlvcy9ObW14YXJFQWFnVmkrMkUzQ3k2TDVtN0dZeVdXc0RpQ01aMHg0Q2tCOVExRGh1YmZQMXFXa2w0U3RUanhYSTV4Z29R,https://www.apple.com/th/shop/buy-iphone/iphone-duo
MK2E4ZP/A,MK2E4ZP/A,iphone-duo,iphone,iPhone Duo,iPhone Duo 256GB Night Sky,night-sky,ไนท์สกาย,Night Sky,#1B263B,256GB,"6.7"" Dual",5G,79900,"฿79,900",ชิป A20 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-duo-finish-select-night-sky-202609_AV2?wid=1448&hei=1080&fmt=jpeg&qlt=90&.v=L2FnUkNTRm43ZDRCREFsdzlaeThkZ3h0LzRVb3pVcDdFRFlBZW9LdlZnTzRPY0l5QVNzbnFIeGZoVWFkV1ZNY2JoOGtwUWZDU1NHU2ZTc1UzcnZnaE5lVUN5anBMYXArdTZxQXVZNFlaRkZwWVRGQ1dzcnRpTzJCdEZVUm1lQ05mbW94YnYxc1YvNXZ4emJGL0IxNFp3,https://www.apple.com/th/shop/buy-iphone/iphone-duo
MK2K4ZP/A,MK2K4ZP/A,iphone-duo,iphone,iPhone Duo,iPhone Duo 2TB Star White,white,ขาว,White,#F9F6EF,2TB,"6.7"" Dual",5G,127900,"฿127,900",ชิป A20 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-duo-finish-select-star-white-202609_AV2?wid=1448&hei=1080&fmt=jpeg&qlt=90&.v=L2FnUkNTRm43ZDRCREFsdzlaeThka1hsOUZkQmZFRkQ2eEh0dEM0bVFwWDQyMkp3ajFERU1EdEpnTkVrNzFmMHFJdkJPZTFIVklMRHF5Qjlvcy9ObW14YXJFQWFnVmkrMkUzQ3k2TDVtN0dZeVdXc0RpQ01aMHg0Q2tCOVExRGh1YmZQMXFXa2w0U3RUanhYSTV4Z29R,https://www.apple.com/th/shop/buy-iphone/iphone-duo
MK2L4ZP/A,MK2L4ZP/A,iphone-duo,iphone,iPhone Duo,iPhone Duo 2TB Night Sky,night-sky,ไนท์สกาย,Night Sky,#1B263B,2TB,"6.7"" Dual",5G,127900,"฿127,900",ชิป A20 Pro,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-duo-finish-select-night-sky-202609_AV2?wid=1448&hei=1080&fmt=jpeg&qlt=90&.v=L2FnUkNTRm43ZDRCREFsdzlaeThkZ3h0LzRVb3pVcDdFRFlBZW9LdlZnTzRPY0l5QVNzbnFIeGZoVWFkV1ZNY2JoOGtwUWZDU1NHU2ZTc1UzcnZnaE5lVUN5anBMYXArdTZxQXVZNFlaRkZwWVRGQ1dzcnRpTzJCdEZVUm1lQ05mbW94YnYxc1YvNXZ4emJGL0IxNFp3,https://www.apple.com/th/shop/buy-iphone/iphone-duo
MDWU4TH/A,MDWU4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi 2TB with standard glass - Space Black,black,ดำ,Black,#1F2022,2TB,"11""",Wi-Fi,83900,"฿83,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDWK4TH/A,MDWK4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi 256GB with standard glass - Space Black,black,ดำ,Black,#1F2022,256GB,"11""",Wi-Fi,42900,"฿42,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDWM4TH/A,MDWM4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi 512GB with standard glass - Space Black,black,ดำ,Black,#1F2022,512GB,"11""",Wi-Fi,49900,"฿49,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDWP4TH/A,MDWP4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi 1TB with standard glass - Space Black,black,ดำ,Black,#1F2022,1TB,"11""",Wi-Fi,64900,"฿64,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDWV4TH/A,MDWV4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi 2TB with standard glass - Silver,silver,เงิน,Silver,#E3E4E5,2TB,"11""",Wi-Fi,83900,"฿83,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDWN4TH/A,MDWN4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi 512GB with standard glass - Silver,silver,เงิน,Silver,#E3E4E5,512GB,"11""",Wi-Fi,49900,"฿49,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDWL4TH/A,MDWL4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi 256GB with standard glass - Silver,silver,เงิน,Silver,#E3E4E5,256GB,"11""",Wi-Fi,42900,"฿42,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDWQ4TH/A,MDWQ4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi 1TB with standard glass - Silver,silver,เงิน,Silver,#E3E4E5,1TB,"11""",Wi-Fi,64900,"฿64,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDWX4TH/A,MDWX4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi 2TB with nano-texture glass - Silver,silver,เงิน,Silver,#E3E4E5,2TB,"11""",Wi-Fi,87900,"฿87,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDWT4TH/A,MDWT4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi 1TB with nano-texture glass - Silver,silver,เงิน,Silver,#E3E4E5,1TB,"11""",Wi-Fi,68900,"฿68,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDWW4TH/A,MDWW4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi 2TB with nano-texture glass - Space Black,black,ดำ,Black,#1F2022,2TB,"11""",Wi-Fi,87900,"฿87,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDWR4TH/A,MDWR4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi 1TB with nano-texture glass - Space Black,black,ดำ,Black,#1F2022,1TB,"11""",Wi-Fi,68900,"฿68,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME2X4TH/A,ME2X4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi + Cellular 1TB with nano-texture glass - Silver,silver,เงิน,Silver,#E3E4E5,1TB,"11""",Wi-Fi + Cellular,75900,"฿75,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME6D4TH/A,ME6D4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi + Cellular 2TB with nano-texture glass - Silver,silver,เงิน,Silver,#E3E4E5,2TB,"11""",Wi-Fi + Cellular,94900,"฿94,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME2W4TH/A,ME2W4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi + Cellular 1TB with nano-texture glass - Space Black,black,ดำ,Black,#1F2022,1TB,"11""",Wi-Fi + Cellular,75900,"฿75,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME6C4TH/A,ME6C4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi + Cellular 2TB with nano-texture glass - Space Black,black,ดำ,Black,#1F2022,2TB,"11""",Wi-Fi + Cellular,94900,"฿94,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME2N4TH/A,ME2N4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi + Cellular 256GB with standard glass - Space Black,black,ดำ,Black,#1F2022,256GB,"11""",Wi-Fi + Cellular,49900,"฿49,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME2Q4TH/A,ME2Q4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi + Cellular 512GB with standard glass - Space Black,black,ดำ,Black,#1F2022,512GB,"11""",Wi-Fi + Cellular,56900,"฿56,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME2U4TH/A,ME2U4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi + Cellular 1TB with standard glass - Space Black,black,ดำ,Black,#1F2022,1TB,"11""",Wi-Fi + Cellular,71900,"฿71,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME2Y4TH/A,ME2Y4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi + Cellular 2TB with standard glass - Space Black,black,ดำ,Black,#1F2022,2TB,"11""",Wi-Fi + Cellular,90900,"฿90,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME2P4TH/A,ME2P4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi + Cellular 256GB with standard glass - Silver,silver,เงิน,Silver,#E3E4E5,256GB,"11""",Wi-Fi + Cellular,49900,"฿49,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME2T4TH/A,ME2T4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi + Cellular 512GB with standard glass - Silver,silver,เงิน,Silver,#E3E4E5,512GB,"11""",Wi-Fi + Cellular,56900,"฿56,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME2V4TH/A,ME2V4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi + Cellular 1TB with standard glass - Silver,silver,เงิน,Silver,#E3E4E5,1TB,"11""",Wi-Fi + Cellular,71900,"฿71,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME6A4TH/A,ME6A4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),11-inch iPad Pro Wi‑Fi + Cellular 2TB with standard glass - Silver,silver,เงิน,Silver,#E3E4E5,2TB,"11""",Wi-Fi + Cellular,90900,"฿90,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDYR4TH/A,MDYR4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi 1TB with nano-texture glass - Silver,silver,เงิน,Silver,#E3E4E5,1TB,"13""",Wi-Fi,80900,"฿80,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDYW4TH/A,MDYW4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi 2TB with nano-texture glass - Silver,silver,เงิน,Silver,#E3E4E5,2TB,"13""",Wi-Fi,99900,"฿99,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDYQ4TH/A,MDYQ4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi 1TB with nano-texture glass - Space Black,black,ดำ,Black,#1F2022,1TB,"13""",Wi-Fi,80900,"฿80,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDYV4TH/A,MDYV4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi 2TB with nano-texture glass - Space Black,black,ดำ,Black,#1F2022,2TB,"13""",Wi-Fi,99900,"฿99,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDYK4TH/A,MDYK4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi 256GB with standard glass - Silver,silver,เงิน,Silver,#E3E4E5,256GB,"13""",Wi-Fi,54900,"฿54,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDYM4TH/A,MDYM4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi 512GB with standard glass - Silver,silver,เงิน,Silver,#E3E4E5,512GB,"13""",Wi-Fi,61900,"฿61,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDYP4TH/A,MDYP4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi 1TB with standard glass - Silver,silver,เงิน,Silver,#E3E4E5,1TB,"13""",Wi-Fi,76900,"฿76,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDYU4TH/A,MDYU4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi 2TB with standard glass - Silver,silver,เงิน,Silver,#E3E4E5,2TB,"13""",Wi-Fi,95900,"฿95,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDYJ4TH/A,MDYJ4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi 256GB with standard glass - Space Black,black,ดำ,Black,#1F2022,256GB,"13""",Wi-Fi,54900,"฿54,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDYN4TH/A,MDYN4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi 1TB with standard glass - Space Black,black,ดำ,Black,#1F2022,1TB,"13""",Wi-Fi,76900,"฿76,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDYL4TH/A,MDYL4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi 512GB with standard glass - Space Black,black,ดำ,Black,#1F2022,512GB,"13""",Wi-Fi,61900,"฿61,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MDYT4TH/A,MDYT4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi 2TB with standard glass - Space Black,black,ดำ,Black,#1F2022,2TB,"13""",Wi-Fi,95900,"฿95,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME8G4TH/A,ME8G4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi + Cellular 1TB with nano-texture glass - Space Black,black,ดำ,Black,#1F2022,1TB,"13""",Wi-Fi + Cellular,87900,"฿87,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME8M4TH/A,ME8M4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi + Cellular 2TB with nano-texture glass - Space Black,black,ดำ,Black,#1F2022,2TB,"13""",Wi-Fi + Cellular,106900,"฿106,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME8H4TH/A,ME8H4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi + Cellular 1TB with nano-texture glass - Silver,silver,เงิน,Silver,#E3E4E5,1TB,"13""",Wi-Fi + Cellular,87900,"฿87,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME8N4TH/A,ME8N4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi + Cellular 2TB with nano-texture glass - Silver,silver,เงิน,Silver,#E3E4E5,2TB,"13""",Wi-Fi + Cellular,106900,"฿106,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME7Y4TH/A,ME7Y4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi + Cellular 512GB with standard glass - Space Black,black,ดำ,Black,#1F2022,512GB,"13""",Wi-Fi + Cellular,68900,"฿68,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME7W4TH/A,ME7W4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi + Cellular 256GB with standard glass - Space Black,black,ดำ,Black,#1F2022,256GB,"13""",Wi-Fi + Cellular,61900,"฿61,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME8D4TH/A,ME8D4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi + Cellular 1TB with standard glass - Space Black,black,ดำ,Black,#1F2022,1TB,"13""",Wi-Fi + Cellular,83900,"฿83,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME8J4TH/A,ME8J4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi + Cellular 2TB with standard glass - Space Black,black,ดำ,Black,#1F2022,2TB,"13""",Wi-Fi + Cellular,102900,"฿102,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-spaceblack?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME7X4TH/A,ME7X4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi + Cellular 256GB with standard glass - Silver,silver,เงิน,Silver,#E3E4E5,256GB,"13""",Wi-Fi + Cellular,61900,"฿61,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME8C4TH/A,ME8C4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi + Cellular 512GB with standard glass - Silver,silver,เงิน,Silver,#E3E4E5,512GB,"13""",Wi-Fi + Cellular,68900,"฿68,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME8F4TH/A,ME8F4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi + Cellular 1TB with standard glass - Silver,silver,เงิน,Silver,#E3E4E5,1TB,"13""",Wi-Fi + Cellular,83900,"฿83,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
ME8K4TH/A,ME8K4TH/A,ipad-pro-m4,ipad,iPad Pro (M4),13-inch iPad Pro Wi‑Fi + Cellular 2TB with standard glass - Silver,silver,เงิน,Silver,#E3E4E5,2TB,"13""",Wi-Fi + Cellular,102900,"฿102,900",ชิป M4,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-pro-finish-select-202405-11inch-silver?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-pro
MH3A4TH/A,MH3A4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi 512GB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,512GB,"11""",Wi-Fi,38900,"฿38,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-space-gray-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
MH3G4TH/A,MH3G4TH/A,ipad-air-m2,ipad,iPad Air (M2),11-inch iPad Air Wi‑Fi 1TB - Space Gray,space-gray,สเปซเกรย์,Space Gray,#68696E,1TB,"11""",Wi-Fi,49900,"฿49,900",ชิป M2,https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/ipad-air-finish-space-gray-2024?wid=904&hei=840&fmt=jpeg&qlt=90,https://www.apple.com/th/shop/buy-ipad/ipad-air
