title,family,starting_price_thb,colors_count,capacities,chip,display_size,camera_summary,url,image_url
iPhone,iphone,6900,7,128GB,ชิป A18,-,-,https://www.apple.com/th/iphone-16-pro,https://www.apple.com/v/iphone/home/ck/images/meta/iphone__bh930eyjnj0i_og.png?202609090344
