sku,name,brand,price,currency,in_stock,key_specs,url
A0162724,Apple iPhone 16 512GB - Black (MYEK3ZP/A),APPLE,33990,THB,True,A18 / 512GB / 6.1'' / F 12.0MP / B 48.0MP + 12.0MP / iOS18 / 5G / Nano-SIM + eSIM,https://www.advice.co.th/product/iphone/iphone-16/apple-iphone-16-512gb-black-myek3zp-a-
